# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = GOCC_NEURON_TO_NEURON_SYNAPSE (set)
# _SET1_  NGENES = 360
# _SET1_  P-VALUE = 1.67685e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   ENSG00000141543    17   78109013   78120982     47      11  70342      -2.0947      0.97856    1.3323e-15      -2.0947
_SET3_   ENSG00000141564    17   78518619   78940171   1898      67  66686      0.88071     0.088812    1.3323e-15      0.88071
_SET3_   ENSG00000175866    17   79008948   79091232    411      50  68445      0.26722      0.36753    1.3878e-15      0.26722
_SET3_   ENSG00000169750    17   79989500   79992080      6       3  64420      0.24207      0.38528    1.3878e-15      0.24207
_SET3_   ENSG00000141433    18     904944     912173     32      14  68225       1.2871     0.094065    1.3323e-15       1.2871
_SET3_   ENSG00000134489    18   22040593   22059921     61      16  74219     -0.10968      0.52779    1.3739e-15     -0.10968
_SET3_   ENSG00000197705    18   30252634   30353025    263      11  70444      0.50943      0.23273    1.3323e-15      0.50943
_SET3_   ENSG00000152214    18   40323192   40695657    893      54  71732      0.48468      0.24482    1.3878e-15      0.48468
_SET3_   ENSG00000132872    18   40847843   40857615      9       3  74219       1.5388     0.056257    1.3323e-15       1.5388
_SET3_   ENSG00000197971    18   74690783   74845639    778     100  66878      -1.7273      0.95714    1.3323e-15      -1.7273
_SET3_   ENSG00000141933    19     507299     519654     71      18  67119      0.67883      0.23316    1.3323e-15      0.67883
_SET3_   ENSG00000099822    19     589893     617159    224      52  55420     -0.31475      0.62309    1.3878e-15     -0.31475
_SET3_   ENSG00000099864    19     708953     748329    255      40  62559      0.28956      0.36281    1.3878e-15      0.28956
_SET3_   ENSG00000116032    19    1000418    1009731     83      17  71722       1.2562     0.092916    1.3323e-15       1.2562
_SET3_   ENSG00000099617    19    1286153    1301430     34       6  68578    -0.072477      0.49516    1.3739e-15    -0.072477
_SET3_   ENSG00000115286    19    1383526    1395583     43       9  66665      0.75788       0.1991    1.3323e-15      0.75788
_SET3_   ENSG00000129968    19    1876809    1885546     22       3  68173        1.558     0.045056    1.3323e-15        1.558
_SET3_   ENSG00000011132    19    3750817    3761697     47      11  68825      -1.0017      0.82309    1.3323e-15      -1.0017
_SET3_   ENSG00000167654    19    3879862    3928077    164      41  68788      0.79525      0.21389    1.3323e-15      0.79525
_SET3_   ENSG00000105426    19    5158506    5340814    685      86  69792       1.0172      0.14894    1.3323e-15       1.0172
_SET3_   ENSG00000104833    19    6494330    6502859     24      10  69320       1.0674      0.13507    1.3323e-15       1.0674
_SET3_   ENSG00000171105    19    7112266    7294045    851      88  66780     -0.87444        0.787    1.3323e-15     -0.87444
_SET3_   ENSG00000130164    19   11200038   11244492    180      24  69887      -1.2662      0.87938    1.3323e-15      -1.2662
_SET3_   ENSG00000105613    19   12944765   12985765     89       9  72724      0.97005        0.137    1.3323e-15      0.97005
_SET3_   ENSG00000141837    19   13317256   13734804   1695     172  69137     -0.10176      0.49603    1.3739e-15     -0.10176
_SET3_   ENSG00000072062    19   14202500   14228896     35       8  69978      0.90681      0.16612    1.3323e-15      0.90681
_SET3_   ENSG00000123159    19   14588572   14606944     81      16  71125       0.5311      0.27339    1.3323e-15       0.5311
_SET3_   ENSG00000132002    19   14625582   14640582     32       8  66388       2.5851    0.0038391    1.3323e-15       2.5851
_SET3_   ENSG00000167461    19   16222439   16245044     69       9  71844      0.63068      0.22849    1.3323e-15      0.63068
_SET3_   ENSG00000130479    19   17830051   17845325     64       8  73300     -0.21331      0.53732    1.3878e-15     -0.21331
_SET3_   ENSG00000105642    19   18062102   18110889    133      22  69219      0.92185      0.16018    1.3323e-15      0.92185
_SET3_   ENSG00000105662    19   18794487   18893004    283      30  70340       1.1734      0.10042    1.3323e-15       1.1734
_SET3_   ENSG00000051128    19   19040010   19052070     32      11  69007      0.14538      0.42306    1.3878e-15      0.14538
_SET3_   ENSG00000105176    19   30414551   30506611    172      18  69332       1.1467      0.10784    1.3323e-15       1.1467
_SET3_   ENSG00000105711    19   35521588   35531352     24       6  71769       1.9083      0.02376    1.3323e-15       1.9083
_SET3_   ENSG00000105707    19   35531410   35557475     86      14  71809      -1.2136      0.87099    1.3323e-15      -1.2136
_SET3_   ENSG00000012124    19   35810164   35838258    112      31  70131       1.1994      0.11433    1.3323e-15       1.1994
_SET3_   ENSG00000004777    19   36265434   36279724     40       6  74219      0.99355      0.13532    1.3323e-15      0.99355
_SET3_   ENSG00000126243    19   36426260   36436669     18       5  66830      0.70986      0.22923    1.3323e-15      0.70986
_SET3_   ENSG00000068903    19   39369197   39390502     46      14  66550     -0.91986      0.80724    1.3323e-15     -0.91986
_SET3_   ENSG00000160460    19   40972148   41082370    289      40  69627      0.68969      0.22398    1.3323e-15      0.68969
_SET3_   ENSG00000105409    19   42470734   42501649     31      15  65140      -1.6429      0.94918    1.3323e-15      -1.6429
_SET3_   ENSG00000105737    19   42502473   42573650     56      14  69417     -0.73011      0.75696    1.3323e-15     -0.73011
_SET3_   ENSG00000105723    19   42734338   42746777     12       3  74219      -1.0941      0.84835    1.3323e-15      -1.0941
_SET3_   ENSG00000104783    19   44270685   44285409     57      15  66999      0.32078      0.35015    1.3878e-15      0.32078
_SET3_   ENSG00000130203    19   45409011   45412650      6       3  74219     -0.15655      0.54441    1.3878e-15     -0.15655
_SET3_   ENSG00000007047    19   45582546   45808541    802      58  69799      -2.1548      0.97629    1.3323e-15      -2.1548
_SET3_   ENSG00000185800    19   46286205   46296060     20       7  74219       0.1298      0.42712    1.3878e-15       0.1298
_SET3_   ENSG00000090372    19   47222764   47250251     57      12  71344       -1.536      0.92781    1.3323e-15       -1.536
_SET3_   ENSG00000118160    19   47931274   47975425    114      19  71344      -0.1448      0.53234    1.3878e-15      -0.1448
_SET3_   ENSG00000182324    19   48958766   48969367     24       5  68677       2.2294     0.011824    1.3323e-15       2.2294
_SET3_   ENSG00000142235    19   48988528   49016446     70      11  64319      0.51354      0.28704    1.3323e-15      0.51354
_SET3_   ENSG00000130529    19   49660998   49715093    202      19  61766      0.97623      0.13182    1.3323e-15      0.97623
_SET3_   ENSG00000169169    19   50194155   50216988     67      11  68263      0.19757      0.38585    1.3878e-15      0.19757
_SET3_   ENSG00000131398    19   50815194   50836772     66      17  69955      0.59258      0.26132    1.3323e-15      0.59258
_SET3_   ENSG00000161681    19   51165084   51222707    156      39  69381      -0.1889      0.57181    1.3878e-15      -0.1889
_SET3_   ENSG00000105568    19   52693292   52730687    147      17  71714      -1.0062      0.81669    1.3323e-15      -1.0062
_SET3_   ENSG00000126583    19   54382444   54410906     84      21  61884      0.46729      0.30439    1.3878e-15      0.46729
_SET3_   ENSG00000105605    19   54412589   54447195    116      26  53655     -0.66932      0.73022    1.3323e-15     -0.66932
_SET3_   ENSG00000129990    19   55682567   55691809     65       9  67413     -0.14661      0.52441    1.3878e-15     -0.14661
_SET3_   ENSG00000108107    19   55896713   55914612    109      21  66783       1.0478      0.13442    1.3323e-15       1.0478
_SET3_   ENSG00000187902    19   55940107   55954230     35      10  49022      0.81912      0.18482    1.3323e-15      0.81912
_SET3_   ENSG00000125841    20     327426     340304     31      11  66135      0.82253      0.19657    1.3323e-15      0.82253
_SET3_   ENSG00000101327    20    1959403    1974732     43       8  70767      0.39085       0.3168    1.3878e-15      0.39085
_SET3_   ENSG00000215305    20    2821349    2847378     88       9  63004     -0.72127      0.71727    1.3323e-15     -0.72127
_SET3_   ENSG00000101200    20    3063202    3065370      3       1  74219      0.89367      0.16457    1.3323e-15      0.89367
_SET3_   ENSG00000088899    20    3143263    3154192     39      15  69622     -0.44268      0.66229    1.3878e-15     -0.44268
_SET3_   ENSG00000171867    20    4666882    4682236     41       9  72033      0.76163      0.20245    1.3323e-15      0.76163
_SET3_   ENSG00000125869    20    9495005    9511171     68      14  68578      0.66757      0.23016    1.3323e-15      0.66757
_SET3_   ENSG00000132639    20   10199478   10288066    230      36  70992      0.32977      0.35113    1.3878e-15      0.32977
_SET3_   ENSG00000125851    20   17206752   17465223   1031      54  70418      0.77224      0.15145    1.3323e-15      0.77224
_SET3_   ENSG00000101463    20   24449835   24647252    507      47  67818     -0.48806      0.64292    1.3878e-15     -0.48806
_SET3_   ENSG00000100997    20   25275379   25371619    256      10  70401      0.79294      0.15353    1.3323e-15      0.79294
_SET3_   ENSG00000088325    20   30327074   30389608    111      11  67446     -0.21737      0.53292    1.3878e-15     -0.21737
_SET3_   ENSG00000101350    20   30865467   30922814     91      10  68235      0.31783       0.3259    1.3878e-15      0.31783
_SET3_   ENSG00000118702    20   35879489   35890238     26       5  74219       1.5508     0.056708    1.3323e-15       1.5508
_SET3_   ENSG00000197122    20   35973088   36034453    176      25  60665     -0.58978      0.69461    1.3323e-15     -0.58978
_SET3_   ENSG00000101438    20   37353105   37358015      5       2  62461       1.6564     0.041544    1.3323e-15       1.6564
_SET3_   ENSG00000198900    20   39657458   39753127    158      26  71773      0.72033      0.21933    1.3323e-15      0.72033
_SET3_   ENSG00000101052    20   42219571   42275936    153      12  66313     -0.58925      0.67023    1.3323e-15     -0.58925
_SET3_   ENSG00000124140    20   44650356   44688784    127      17  72246      0.22178      0.38001    1.3878e-15      0.22178
_SET3_   ENSG00000124198    20   47538427   47653230    278      16  70714       4.7688   3.5926e-07    1.7764e-15       4.7688
_SET3_   ENSG00000124214    20   47729878   47804904    165      17  70019       5.6223   4.4601e-09    1.7764e-15       5.6223
_SET3_   ENSG00000158445    20   47980414   48099184    429      43  71083          3.4   0.00023062    1.3323e-15          3.4
_SET3_   ENSG00000101126    20   49505585   49547958    101      14  69781     -0.99364       0.8162    1.3323e-15     -0.99364
_SET3_   ENSG00000087586    20   54944445   54967393     51      19  68095     -0.72086      0.76048    1.3323e-15     -0.72086
_SET3_   ENSG00000101180    20   60790026   60795323      8       5  74219      0.95578      0.16578    1.3323e-15      0.95578
_SET3_   ENSG00000101188    20   61340189   61394123    258      28  61376      -2.0019       0.9706    1.3323e-15      -2.0019
_SET3_   ENSG00000101204    20   61975420   62009753    238      41  64079       1.4622      0.06662    1.3323e-15       1.4622
_SET3_   ENSG00000154721    21   27011584   27089874    225      25  71126     -0.91039      0.78985    1.3323e-15     -0.91039
_SET3_   ENSG00000142192    21   27252861   27543446    826      61  70054        -1.72      0.94028    1.3323e-15        -1.72
_SET3_   ENSG00000142168    21   33031935   33041244     19       6  73407     0.049049      0.46055    1.3739e-15     0.049049
_SET3_   ENSG00000157540    21   38738092   38889753    405      22  72179      0.26857      0.32158    1.3878e-15      0.26857
_SET3_   ENSG00000171587    21   41382926   42219065   3436     218  69291      -1.5604      0.88803    1.3323e-15      -1.5604
_SET3_   ENSG00000160183    21   43791999   43816955    126      33  70708      0.79042      0.21259    1.3323e-15      0.79042
_SET3_   ENSG00000160191    21   44073746   44195619    571      45  65285     -0.58737      0.66632    1.3323e-15     -0.58737
_SET3_   ENSG00000142185    21   45770046   45862964    268      19  60758     -0.33057      0.56313    1.3878e-15     -0.33057
_SET3_   ENSG00000160305    21   47878812   47989926    428      30  67373      0.15843      0.36992    1.3878e-15      0.15843
_SET3_   ENSG00000160307    21   48018875   48025121     31       8  69928     -0.75164       0.7503    1.3323e-15     -0.75164
_SET3_   ENSG00000184470    22   19863040   19929341    319      32  69185       1.0103      0.13031    1.3323e-15       1.0103
_SET3_   ENSG00000093010    22   19929130   19957498    129      24  67816       1.6363     0.044111    1.3323e-15       1.6363
_SET3_   ENSG00000040608    22   20228938   20270769    101      21  69934     -0.22527       0.5666    1.3878e-15     -0.22527
_SET3_   ENSG00000099957    22   21364097   21383119     84      20  64753      0.12823      0.42452    1.3878e-15      0.12823
_SET3_   ENSG00000128266    22   23412540   23467224    119      13  71181      0.25749      0.35138    1.3878e-15      0.25749
_SET3_   ENSG00000186716    22   23521891   23660224    481      40  65066    -0.034762       0.4547    1.3739e-15    -0.034762
